,Unnamed: 0.1,Unnamed: 0,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,P1S,P2S,SGA,SGA1,RE,RE1,Unf_err_cnt,Unf_err_cnt1,STB,LTB,STH,LTH,STB1,LTB1,STH1,LTH1,Net-cnt,Net-sc-rate,Net-cnt1,Net-sc-rate1,BTS,BTS1,SD,SD1,SW,SW1
1428,1428,1773,2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:11:26,3,13,224,2,0,6,6,0,0,1,2,1,117,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1045696701866637,17.469,5,110.0,BC,NCTL,ND,1.0,0.0,1.0,-1.0,0.09467005387626862,0.0,0.0,-199.0,0.0,1.0,0.0,12.0,0.0,14.0,2.0,87.0,30.0,0.7,217.0,0.6359447004608295,1.0,0.0,3.5,2.0,7.8,7.8
1429,1429,1774,2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:12:11,3,13,225,2,0,6,6,1,0,2,2,1,118,107,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124354403611273,25.407,8,103.0,C,NCTL,D,2.0,0.0,2.0,-2.0,0.11060071736443922,0.0,0.0,-199.0,0.0,1.0,0.0,12.0,0.0,14.0,2.0,87.0,30.0,0.7,217.0,0.6359447004608295,0.0,1.0,3.5,2.0,0.0,0.0
1430,1430,1776,2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:13:40,3,13,227,2,0,6,6,3,0,1,1,1,120,107,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235058086730198,4.276,1,124.0,C,NCTL,D,3.0,0.0,3.0,-3.0,0.022965974861925986,0.0,0.0,-199.0,0.0,1.0,0.0,12.0,0.0,14.0,2.0,87.0,30.0,0.7,217.0,0.6359447004608295,1.0,0.0,3.5,2.0,0.0,0.0
1431,1431,1777,2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:14:06,3,13,228,2,0,6,6,4,0,1,2,2,120,108,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0476758530005829,8.213,2,113.0,B,CTL,D,3.0,1.0,2.0,-2.0,0.12775233885666995,0.07904287962480328,-1.0,-199.0,0.0,1.0,0.0,12.0,0.0,14.0,2.0,87.0,30.0,0.7,217.0,0.6359447004608295,1.0,0.0,2.0,3.5,0.0,0.0
1432,1432,1778,2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:14:45,3,13,229,2,0,6,6,4,1,2,2,1,121,108,0,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249562824492673,3.481,2,78.0,BW,NCTL,D,4.0,1.0,3.0,-3.0,0.10153196571426128,0.014243036156958712,-1.0,-199.0,0.0,1.0,0.0,12.0,0.0,14.0,1.0,87.0,30.0,0.7,217.0,0.6359447004608295,0.0,1.0,3.5,2.0,23.4,23.4
1433,1433,1779,2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:15:45,3,13,230,2,0,6,6,5,1,2,1,2,121,109,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1003334734102401,11.584,3,99.0,W,CTL,ND,4.0,2.0,2.0,-2.0,0.21172409673845566,0.18236921048903237,-2.0,-199.0,0.0,1.0,0.0,12.0,0.0,14.0,1.0,87.0,30.0,0.7,217.0,0.6359447004608295,0.0,1.0,2.0,3.5,31.2,31.2
1434,1434,1780,2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:16:15,3,13,231,2,0,6,6,5,2,1,1,1,122,109,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.1432512301915438,19.952,5,128.0,BW,CTL,ND,5.0,2.0,3.0,-3.0,0.44920160578599766,0.10625538539089753,-2.0,-199.0,0.0,1.0,0.0,12.0,0.0,14.0,1.0,87.0,31.0,0.7096774193548387,217.0,0.6359447004608295,1.0,0.0,2.0,3.5,23.4,23.4
1435,1435,1781,2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,05:16:48,3,13,232,2,0,6,6,6,2,1,1,1,123,109,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0479876370833276,5.583,1,117.0,BW,NCTL,D,6.0,2.0,4.0,-4.0,0.17433981068289456,0.03374585369553823,-2.0,-199.0,0.0,1.0,1.0,13.0,0.0,14.0,1.0,87.0,32.0,0.71875,217.0,0.6359447004608295,1.0,0.0,3.5,2.0,23.4,23.4
1436,1436,1782,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:00:00,1,1,1,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240073743713484,5.42,1,114.0,W,CTL,ND,0.0,1.0,-1.0,1.0,0.0,0.023444532697908395,0.0,-199.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,87.0,0.0,0.0,217.0,0.6359447004608295,0.0,1.0,2.0,3.5,31.2,31.2
1437,1437,1783,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:00:16,1,1,2,0,0,0,0,0,15,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.1144315362821781,11.969,3,123.0,W,NCTL,ND,0.0,2.0,-2.0,2.0,0.0,0.10268153094799322,0.0,-199.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,87.0,0.0,0.0,218.0,0.6376146788990825,0.0,1.0,3.5,2.0,31.2,31.2
1438,1438,1784,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:00:39,1,1,3,0,0,0,0,0,30,2,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480621941465927,7.918,1,105.0,BC,NCTL,D,0.0,3.0,-3.0,3.0,0.0,0.04585815079965591,0.0,-199.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,87.0,0.0,0.0,218.0,0.6376146788990825,0.0,1.0,3.5,2.0,7.8,7.8
1439,1439,1785,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:01:08,1,1,4,0,0,0,0,0,40,2,1,2,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1986945736013772,27.834,7,119.0,C,NCTL,D,0.0,4.0,-4.0,4.0,0.0,0.16575913329149064,-1.0,-199.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,88.0,0.0,0.0,218.0,0.6376146788990825,0.0,1.0,3.5,2.0,0.0,0.0
1440,1440,1786,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:02:20,1,2,5,0,0,0,1,0,0,1,2,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1975287722485054,32.599,9,93.0,C,NCTL,ND,1.0,0.0,1.0,-1.0,0.1649469948664542,0.0,0.0,-200.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,88.0,0.0,0.0,218.0,0.6376146788990825,1.0,0.0,3.5,2.0,0.0,0.0
1441,1441,1787,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:03:04,1,2,6,0,0,0,1,15,0,1,2,2,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0604861120524881,11.737,2,81.0,B,NCTL,ND,1.0,1.0,0.0,0.0,0.09040025920949228,0.14743647247533312,-1.0,-200.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,88.0,0.0,0.0,218.0,0.6376146788990825,1.0,0.0,3.5,2.0,0.0,0.0
1442,1442,1788,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:03:56,1,2,7,0,0,0,1,15,15,1,1,1,2,5,0,0,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.3200395830226788,50.709,13,108.0,W,NCTL,ND,2.0,1.0,1.0,-1.0,0.8053913655260503,0.24244695927211482,-1.0,-200.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,88.0,1.0,1.0,218.0,0.6376146788990825,1.0,0.0,3.5,2.0,31.2,31.2
1443,1443,1789,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:04:38,1,2,8,0,0,0,1,30,15,1,2,1,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1471146416516423,19.457,5,96.0,C,NCTL,ND,3.0,1.0,2.0,-2.0,0.4882839383800825,0.09451403143041369,-1.0,-201.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,88.0,1.0,1.0,218.0,0.6376146788990825,1.0,0.0,3.5,2.0,0.0,0.0
1444,1444,1790,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:05:18,1,2,9,0,0,0,1,40,15,1,1,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1384863560574225,18.662,5,118.0,C,NCTL,ND,4.0,1.0,3.0,-3.0,0.5072328846190947,0.07115528853208705,-1.0,-201.0,0.0,0.0,1.0,1.0,0.0,14.0,1.0,88.0,1.0,1.0,218.0,0.6376146788990825,1.0,0.0,3.5,2.0,0.0,0.0
1445,1445,1791,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:05:58,1,3,10,0,0,1,1,0,0,2,1,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0865200829616776,14.828,3,128.0,BC,CTL,ND,0.0,1.0,-1.0,1.0,0.0,0.07963044983562372,0.0,-201.0,0.0,0.0,1.0,1.0,0.0,14.0,1.0,88.0,1.0,1.0,219.0,0.639269406392694,0.0,1.0,2.0,3.5,7.8,7.8
1446,1446,1792,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:06:23,1,3,11,0,0,1,1,0,15,2,1,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478859683606935,7.161,1,124.0,C,NCTL,D,0.0,2.0,-2.0,2.0,0.0,0.04569769021299714,0.0,-201.0,0.0,0.0,1.0,1.0,0.0,14.0,1.0,88.0,1.0,1.0,219.0,0.639269406392694,0.0,1.0,3.5,2.0,0.0,0.0
1447,1447,1793,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:06:43,1,3,12,0,0,1,1,0,30,2,2,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460084859493825,7.962,2,110.0,BW,NCTL,D,1.0,2.0,-1.0,1.0,0.08796962274665313,0.10212956927604813,0.0,-201.0,0.0,0.0,1.0,1.0,0.0,14.0,1.0,88.0,1.0,1.0,219.0,0.639269406392694,0.0,1.0,3.5,2.0,23.4,23.4
1448,1448,1795,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:07:36,1,3,14,0,0,1,1,15,40,2,1,1,6,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0715341132454011,12.108,4,124.0,BC,NCTL,D,2.0,2.0,0.0,0.0,0.1725684679339312,0.10580987167352594,0.0,-202.0,0.0,0.0,1.0,1.0,0.0,14.0,1.0,88.0,1.0,1.0,219.0,0.639269406392694,0.0,1.0,3.5,2.0,7.8,7.8
1449,1449,1796,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:08:05,1,3,15,0,0,1,1,30,40,2,1,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684501619921646,4.838,2,128.0,C,NCTL,D,3.0,2.0,1.0,-1.0,0.19219472585750771,0.07831245876968454,0.0,-202.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,88.0,1.0,1.0,219.0,0.639269406392694,0.0,1.0,3.5,2.0,0.0,0.0
1450,1450,1797,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:08:30,1,3,16,0,0,1,1,40,40,2,1,2,7,9,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.3044707126299664,22.344,7,115.0,W,NCTL,ND,3.0,3.0,0.0,0.0,0.36993905452535364,0.6033446110334929,0.0,-202.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,88.0,1.0,1.0,220.0,0.6409090909090909,0.0,1.0,3.5,2.0,31.2,31.2
1451,1451,1798,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:09:02,1,3,17,0,0,1,1,40,AD,2,2,1,8,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0501769035773834,6.866,2,102.0,BW,NCTL,ND,4.0,3.0,1.0,-1.0,0.13734063211114664,0.0631610334672626,0.0,-203.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,88.0,1.0,1.0,220.0,0.6409090909090909,0.0,1.0,3.5,2.0,23.4,23.4
1452,1452,1799,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:09:38,1,3,18,0,0,1,1,40,40,2,1,2,8,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.1482126638560912,21.115,5,125.0,BC,CTL,D,4.0,4.0,0.0,0.0,0.2045888551298338,0.3336700510803664,0.0,-203.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,88.0,1.0,1.0,221.0,0.6425339366515838,0.0,1.0,2.0,3.5,7.8,7.8
1453,1453,1800,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:10:11,1,3,19,0,0,1,1,40,AD,2,1,2,8,11,2,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0826431156718947,13.196,5,121.0,C,NCTL,ND,4.0,5.0,-1.0,1.0,0.10522811615987332,0.21429828001232298,0.0,-203.0,0.0,0.0,0.0,1.0,0.0,14.0,2.0,89.0,1.0,1.0,222.0,0.6441441441441441,0.0,1.0,3.5,2.0,0.0,0.0
1454,1454,1802,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:12:18,1,4,21,0,0,1,2,15,0,1,2,2,9,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0577207227968387,9.439,2,83.0,BW,NCTL,ND,0.0,1.0,-1.0,1.0,0.0,0.05457085367885469,-1.0,-203.0,0.0,0.0,0.0,1.0,0.0,14.0,2.0,89.0,1.0,1.0,222.0,0.6441441441441441,1.0,0.0,3.5,2.0,23.4,23.4
1455,1455,1803,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:12:51,1,4,22,0,0,1,2,15,15,1,1,1,10,12,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433583212460518,13.835,3,105.0,W,CTL,D,1.0,1.0,0.0,0.0,0.10742199705793493,0.06586549593733212,-1.0,-203.0,0.0,0.0,0.0,1.0,0.0,14.0,2.0,89.0,1.0,1.0,222.0,0.6441441441441441,1.0,0.0,2.0,3.5,31.2,31.2
1456,1456,1804,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:13:14,1,4,23,0,0,1,2,30,15,1,2,2,10,13,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111103580094619,20.126,6,97.0,BW,NCTL,ND,1.0,2.0,-1.0,1.0,0.09999938998725068,0.33219078307024597,-1.0,-203.0,0.0,0.0,0.0,1.0,0.0,14.0,2.0,89.0,1.0,1.0,222.0,0.6441441441441441,1.0,0.0,3.5,2.0,23.4,23.4
1457,1457,1805,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:13:58,1,4,24,0,0,1,2,30,30,1,1,1,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200287383589312,5.543,1,122.0,C,NCTL,D,2.0,2.0,0.0,0.0,0.05075694012100891,0.031121475348561082,-1.0,-203.0,0.0,0.0,0.0,1.0,0.0,14.0,2.0,89.0,1.0,1.0,222.0,0.6441441441441441,1.0,0.0,3.5,2.0,0.0,0.0
1458,1458,1806,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:14:19,1,4,25,0,0,1,2,40,30,1,2,1,12,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588323008309723,11.036,1,84.0,W,CTL,D,3.0,2.0,1.0,-1.0,0.166690138140291,0.06792025385807242,-1.0,-203.0,0.0,0.0,1.0,2.0,0.0,14.0,1.0,89.0,1.0,1.0,222.0,0.6441441441441441,1.0,0.0,2.0,3.5,31.2,31.2
1459,1459,1807,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:15:01,1,5,26,0,0,2,2,0,0,2,1,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0850560533557455,13.52,4,117.0,W,CTL,D,1.0,0.0,1.0,-1.0,0.07838862618451206,0.0,0.0,-203.0,0.0,0.0,1.0,2.0,0.0,14.0,1.0,89.0,1.0,1.0,223.0,0.6412556053811659,0.0,1.0,2.0,3.5,31.2,31.2
1460,1460,1808,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:15:30,1,5,27,0,0,2,2,15,0,2,1,2,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476080738521601,6.271,1,122.0,W,CTL,ND,1.0,1.0,0.0,0.0,0.07202790210443315,0.1174724486294522,0.0,-203.0,0.0,0.0,1.0,2.0,0.0,14.0,1.0,89.0,1.0,1.0,223.0,0.6412556053811659,0.0,1.0,2.0,3.5,31.2,31.2
1461,1461,1809,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:15:47,1,5,28,0,0,2,2,15,15,2,1,2,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404844853529259,5.327,1,127.0,BC,NCTL,ND,1.0,2.0,-1.0,1.0,0.03890926383125628,0.12925377667243493,0.0,-203.0,0.0,0.0,1.0,2.0,0.0,14.0,1.0,89.0,1.0,1.0,223.0,0.6412556053811659,0.0,1.0,3.5,2.0,7.8,7.8
1462,1462,1810,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:16:02,1,5,29,0,0,2,2,15,30,2,2,1,14,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0773902316691293,6.518,2,97.0,BC,NCTL,ND,2.0,2.0,0.0,0.0,0.18568095468704646,0.11384975611637282,0.0,-204.0,0.0,0.0,1.0,2.0,0.0,14.0,1.0,89.0,1.0,1.0,223.0,0.6412556053811659,0.0,1.0,3.5,2.0,7.8,7.8
1463,1463,1811,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:16:40,1,5,30,0,0,2,2,30,30,2,1,2,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024827502067264,4.498,1,120.0,C,NCTL,ND,2.0,3.0,-1.0,1.0,0.029613715778039854,0.07267809075336797,0.0,-204.0,0.0,0.0,0.0,2.0,0.0,14.0,1.0,89.0,1.0,1.0,223.0,0.6412556053811659,0.0,1.0,3.5,2.0,0.0,0.0
1464,1464,1812,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:16:57,1,5,31,0,0,2,2,30,40,2,1,1,15,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.06706746736434,8.276,2,128.0,C,CTL,D,3.0,3.0,0.0,0.0,0.16247040928290654,0.09961827535926923,0.0,-205.0,0.0,0.0,0.0,2.0,0.0,14.0,1.0,89.0,1.0,1.0,223.0,0.6412556053811659,0.0,1.0,2.0,3.5,0.0,0.0
1465,1465,1814,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:17:42,1,5,33,0,0,2,2,40,AD,2,2,1,16,17,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3296574441838712,56.167,16,95.0,BW,NCTL,ND,4.0,3.0,1.0,-1.0,0.7126573441472529,0.32774113292232265,0.0,-205.0,0.0,0.0,0.0,2.0,0.0,14.0,1.0,89.0,1.0,1.0,223.0,0.6412556053811659,0.0,1.0,3.5,2.0,23.4,23.4
1466,1466,1815,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:18:39,1,5,34,0,0,2,2,40,40,2,1,2,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319104230774444,6.767,1,123.0,C,NCTL,ND,4.0,4.0,0.0,0.0,0.049012804628004614,0.07993644137379756,0.0,-205.0,0.0,0.0,0.0,2.0,0.0,14.0,1.0,89.0,1.0,1.0,223.0,0.6412556053811659,0.0,1.0,3.5,2.0,0.0,0.0
1467,1467,1816,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:18:58,1,5,35,0,0,2,2,40,AD,2,2,2,16,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199406254659816,2.969,1,113.0,C,NCTL,ND,4.0,5.0,-1.0,1.0,0.026950964883123766,0.054885952822258464,0.0,-205.0,0.0,0.0,0.0,2.0,0.0,14.0,2.0,90.0,1.0,1.0,223.0,0.6412556053811659,0.0,1.0,3.5,2.0,0.0,0.0
1468,1468,1817,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:21:01,1,6,36,0,0,2,3,0,0,1,1,1,17,19,0,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337472379997017,9.773,3,103.0,W,NCTL,ND,1.0,0.0,1.0,-1.0,0.03264554115278946,0.0,0.0,-205.0,0.0,0.0,0.0,2.0,0.0,14.0,2.0,90.0,1.0,1.0,223.0,0.6412556053811659,1.0,0.0,3.5,2.0,31.2,31.2
1469,1469,1818,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:21:22,1,6,37,0,0,2,3,15,0,1,1,1,18,19,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039630468082799,6.982,3,117.0,BC,NCTL,ND,2.0,0.0,2.0,-2.0,0.03811976399256771,0.0,0.0,-205.0,0.0,0.0,0.0,2.0,0.0,14.0,2.0,90.0,1.0,1.0,223.0,0.6412556053811659,1.0,0.0,3.5,2.0,7.8,7.8
1470,1470,1819,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:21:43,1,6,38,0,0,2,3,30,0,1,1,1,19,19,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1411704103349645,22.848,7,113.0,B,NCTL,ND,3.0,0.0,3.0,-3.0,0.12370668662318991,0.0,0.0,-205.0,0.0,0.0,0.0,2.0,0.0,14.0,2.0,90.0,1.0,1.0,223.0,0.6412556053811659,1.0,0.0,3.5,2.0,0.0,0.0
1471,1471,1821,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:22:50,1,7,40,0,0,3,3,0,0,2,1,2,20,20,0,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.1364394257750545,14.64,5,126.0,C,NCTL,ND,0.0,1.0,-1.0,1.0,0.0,0.1200586874060643,0.0,-205.0,0.0,0.0,0.0,2.0,0.0,14.0,2.0,90.0,1.0,1.0,224.0,0.6428571428571429,0.0,1.0,3.5,2.0,0.0,0.0
1472,1472,1822,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:23:15,1,7,41,0,0,3,3,0,15,2,1,2,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882891187355121,12.281,3,128.0,BW,NCTL,ND,0.0,2.0,-2.0,2.0,0.0,0.08112652898532663,0.0,-205.0,0.0,0.0,0.0,2.0,0.0,14.0,1.0,90.0,1.0,1.0,224.0,0.6428571428571429,0.0,1.0,3.5,2.0,23.4,23.4
1473,1473,1823,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:23:35,1,7,42,0,0,3,3,0,30,2,1,2,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579782835608452,9.582,1,128.0,C,NCTL,ND,0.0,3.0,-3.0,3.0,0.0,0.05480101478615164,0.0,-205.0,0.0,0.0,0.0,2.0,0.0,14.0,1.0,90.0,1.0,1.0,224.0,0.6428571428571429,0.0,1.0,3.5,2.0,0.0,0.0
1474,1474,1825,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:25:49,1,8,44,0,0,3,4,0,0,1,1,1,21,23,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.2347598584771379,46.354,7,102.0,W,CTL,D,1.0,0.0,1.0,-1.0,0.1901259235675781,0.0,0.0,-206.0,0.0,0.0,0.0,2.0,0.0,14.0,1.0,90.0,2.0,1.0,224.0,0.6428571428571429,1.0,0.0,2.0,3.5,31.2,31.2
1475,1475,1826,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:26:21,1,8,45,0,0,3,4,15,0,1,2,2,21,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.083822472854451,15.243,4,91.0,BW,NCTL,D,1.0,1.0,0.0,0.0,0.12258047744860091,0.19992014787791826,-1.0,-206.0,0.0,0.0,0.0,2.0,0.0,14.0,1.0,90.0,2.0,1.0,224.0,0.6428571428571429,1.0,0.0,3.5,2.0,23.4,23.4
1476,1476,1827,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:27:01,1,8,46,0,0,3,4,15,15,1,2,1,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380444360097059,6.83,1,103.0,BW,NCTL,D,2.0,1.0,1.0,-1.0,0.12174900847270163,0.03665010349263138,-1.0,-206.0,0.0,0.0,0.0,2.0,0.0,14.0,1.0,90.0,2.0,1.0,224.0,0.6428571428571429,1.0,0.0,3.5,2.0,23.4,23.4
1477,1477,1828,2023-wimbledon-1308,Laslo Djere,Stefanos Tsitsipas,00:27:46,1,8,47,0,0,3,4,30,15,1,2,2,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2812021309764263,61.393,10,93.0,BW,NCTL,D,2.0,2.0,0.0,0.0,0.34787237856125247,0.5673554126412202,-1.0,-206.0,0.0,0.0,0.0,2.0,0.0,14.0,1.0,90.0,2.0,1.0,224.0,0.6428571428571429,1.0,0.0,3.5,2.0,23.4,23.4
